repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
15669006,JavaScript,Node.js body parsing middleware,396,2683,418,19,20,06 January 2014,09 January 2018,expressjs/body-parser,
15703784,Objective-C,Xcode plug-in to to use clang-format from in Xcode and consistently format your code with Clang,24028,2602,147,22,24,07 January 2014,26 October 2017,ClangFormat-Xcode,
15715000,JavaScript,Yeoman generator for ReactJS and Webpack,468,2719,369,42,48,07 January 2014,10 February 2017,newtriks/generator-react-webpack,
15737031,Objective-C,A Photo and Video Gallery ,29049,1947,319,14,16,08 January 2014,07 December 2017,mariohahn/MHVideoPhotoGallery,
15749269,Python,null,29575,1983,923,77,91,08 January 2014,02 February 2018,google/google-api-python-client,
15761111,JavaScript,"?? A simple jQuery plugin for picking provinces, cities and districts of China. (?? / ??? / ???? / ?????)",456,965,122,2,2,09 January 2014,01 March 2018,distpicker,
15766529,JavaScript,:tropical_drink: Run webpack through a stream interface,140,1092,177,31,36,09 January 2014,21 February 2018,webpack-stream,
15771504,Java,"LibRec: A Leading Java Library for Recommender Systems, see",18410,1301,1043,19,25,09 January 2014,28 February 2018,librec,
15776012,Python,A repository of LIVE malwares for your own joy and pleasure,589632,2870,159,11,16,09 January 2014,12 February 2018,ytisf/theZoo,
15784931,Java,Extras binding and intent builders for Android apps.,3705,1129,278,16,19,10 January 2014,11 March 2018,dart,
15802263,C++,? C++ JSON library for IoT. Simple and efficient.,2950,2609,975,7,9,10 January 2014,09 February 2018,bblanchon/ArduinoJson,
15819024,C#,Play your favorite games in a borderless window; no more time consuming alt-tabs. ,3629,1648,226,15,19,11 January 2014,17 January 2018,Borderless-Gaming,
15820094,Python,Multifarious Scrapy examples. Spiders for alexa / amazon / douban / douyu / github / linkedin etc.,18334,1819,260,5,6,11 January 2014,18 April 2017,geekan/scrapy-examples,
15823460,Java,"Redisson - distributed Java objects and services (Set, Multimap, SortedSet, Map, List, Queue, BlockingQueue, Deque, BlockingDeque, Semaphore, Lock, AtomicLong, Map Reduce, Publish / Subscribe, Bloom filter, Spring Cache, Executor service, Tomcat Session Manager, Scheduler service, JCache API) on top of Redis server. Rich Redis client",7942,4447,3375,48,68,11 January 2014,14 February 2018,mrniko/redisson,
15902954,Go,Roshi is a large-scale CRDT set implementation for timestamped events.,1850,1994,283,5,6,14 January 2014,17 September 2015,roshi,
15920530,JavaScript,????????,68,1560,68,24,26,15 January 2014,07 May 2017,cool-ascii-faces,
15933091,Java,a proxy for sharding databases and tables,9011,2088,63,13,15,15 January 2014,14 September 2017,alibaba/cobar,
15937203,Go,Build and (re)start go web apps after saving/creating/deleting source files. ,45,1426,38,12,12,15 January 2014,27 February 2018,fresh,
15938073,Python,A Python library for creating LaTeX files,4361,1159,701,40,46,15 January 2014,25 February 2018,PyLaTeX,
15943682,Python,:incoming_envelope: IMAP/SMTP sync system with modern APIs,19606,3434,4395,53,69,15 January 2014,24 December 2017,inbox,
15958352,Python,JSON Web Token Authentication support for Django REST Framework,768,1745,364,53,58,16 January 2014,24 February 2018,django-rest-framework-jwt,
15961960,Objective-C,Replace iOS7 app switcher view with your own customized card view.,228,1110,15,2,2,16 January 2014,06 February 2015,MMAppSwitcher,
15964081,C++,Pure JavaScript Port of WebKit,906451,1749,203,6,6,16 January 2014,30 January 2015,webkit.js,
15968733,Go,Cheat sheet for some of the common concurrent flows in Go,234,1201,20,4,5,16 January 2014,06 October 2015,coop,
16025084,Java,"A library to show emoji in TextView, EditText (like WhatsApp) for Android",9709,3131,148,13,16,18 January 2014,17 July 2017,rockerhieu/emojicon,
16038543,JavaScript,Fit things into other things,84,1873,46,11,11,19 January 2014,25 October 2017,fit.js,
16039459,JavaScript,"Turns standard Bootstrap alerts into ""Growl-like"" notifications.",149,1703,188,24,27,19 January 2014,15 January 2018,bootstrap-notify,
16049833,JavaScript,A place where I will collect useful re-usable Angular components that I make,871,2023,231,31,33,19 January 2014,18 September 2017,michaelbromley/angularUtils,
16057369,Objective-C,"iOS in-app bug reporting for developers and testers, with annotated screenshots and the console log.",774,1372,70,15,16,20 January 2014,30 September 2016,BugshotKit,
16089031,Go,An NES emulator written in Go,44015,1204,264,5,5,21 January 2014,23 October 2016,nwidger/nintengo,
16093309,Objective-C,"A fast, simple graph drawing and data plotting app for OS X and iPad.",13054,1595,26,4,4,21 January 2014,03 September 2014,GraphSketcher,
16114703,JavaScript,:musical_note: AirPlay to Sonos,764,1977,107,6,6,21 January 2014,06 February 2017,stephen/airsonos,
16124098,Java,Phrase is an Android string resource templating library,147,1302,43,9,10,22 January 2014,24 October 2017,phrase,
16139210,C#,An addictive .NET IoC container,88631,1909,2015,41,53,22 January 2014,07 February 2018,Autofac,
16179237,JavaScript,A Virtual DOM and diffing algorithm,808,8795,412,32,36,23 January 2014,28 November 2017,Matt-Esch/virtual-dom,
16191201,Java,Conversations is an open source XMPP/Jabber client for the Android platform,22452,2741,4606,95,116,24 January 2014,14 February 2018,siacs/Conversations,
16223486,JavaScript,Font Awesome split to individual SVG and PNG files of different sizes along with Node.JS based generator,48274,2331,95,11,11,25 January 2014,07 January 2018,encharm/Font-Awesome-SVG-PNG,
16231859,JavaScript,"high speed zlib port to javascript, works in browser & node.js",1464,1535,267,15,15,25 January 2014,14 December 2017,pako,
16238673,PHP,Kanban project management software,63366,3257,3630,205,252,25 January 2014,13 February 2018,fguillot/kanboard,
16241224,Python,Library for building powerful interactive command lines in Python,4909,4131,1818,69,73,25 January 2014,11 February 2018,jonathanslenders/python-prompt-toolkit,
16249185,Python,Continuously jam all wifi clients/routers,88,2496,79,17,20,26 January 2014,07 October 2017,wifijammer,
16315976,Java,Small library that wraps Google Play Service API in brilliant RxJava Observables reducing boilerplate to minimum.,647,1926,168,24,27,28 January 2014,20 December 2017,mcharmas/Android-ReactiveLocation,
16331291,C++,A toolkit for making real world machine learning and data analysis applications in C++,20059,4125,7154,100,114,29 January 2014,15 February 2018,davisking/dlib,
16347676,JavaScript,"CSP channels for Javascript (like Clojurescript's core.async, or Go)",609,2051,369,19,20,29 January 2014,08 February 2018,ubolonton/js-csp,
16368712,Java,Bolts is a collection of low-level libraries designed to make developing mobile apps easier.,390,3432,192,14,21,30 January 2014,29 October 2017,Bolts-Android,
16378879,Java,"V?V? (Vavr, formerly called Javaslang) is a non-commercial, non-profit object-functional library that runs with Java 8+. It aims to reduce the lines of code and increase code quality.",17042,2323,4120,76,91,30 January 2014,12 February 2018,javaslang/javaslang,
16381571,Java,Spring Data Example Projects,10496,1790,320,19,20,30 January 2014,09 March 2018,spring-data-examples,
16386099,JavaScript,Node.js middleware for handling `multipart/form-data`.,4999,4417,224,25,29,30 January 2014,27 December 2017,expressjs/multer,
16396294,JavaScript,JavaScript powered forms for AngularJS,29386,2284,1048,54,62,31 January 2014,05 December 2017,formly-js/angular-formly,
16412440,C#,"A small, yet powerful framework, designed for building applications across all XAML platforms. Its strong support for MV* patterns will enable you to build your solution quickly, without the need to sacrifice code quality or testability.",19914,1447,1187,31,57,31 January 2014,06 March 2018,Caliburn.Micro,
16425042,JavaScript,"SkateJS is a web component library designed to give you an augmentation of the web component specs focusing on a functional rendering pipeline, clean property / attribute semantics and a small footprint.",9622,2482,4163,54,59,01 February 2014,14 February 2018,skatejs/skatejs,
16433838,Python,A terminal multiplexer (like tmux) in Python,916,1128,109,11,11,01 February 2014,15 February 2018,jonathanslenders/pymux,
16469697,Python,Terminal based YouTube player and downloader,1851,3329,1686,63,69,03 February 2014,11 February 2018,mps-youtube/mps-youtube,
16477702,Java,A highly modular and portable open source XMPP client library written in Java for Android and Java (SE) VMs,26378,1613,3294,54,79,03 February 2014,16 February 2018,igniterealtime/Smack,
16480576,PHP,A Laravel package for multilingual models,760,1460,441,43,46,03 February 2014,21 February 2018,laravel-translatable,
16481293,Java,Tool to test HTTP/RESTful webservices.,3262,1146,1176,3,15,03 February 2014,12 September 2017,rest-client,
16501535,JavaScript,"An extremely simple, pluggable static site generator.",2358,6550,317,46,48,04 February 2014,27 October 2017,metalsmith,
16571051,PHP,Simple Encryption in PHP.,13294,1536,531,26,30,06 February 2014,24 January 2018,defuse/php-encryption,
16582463,C,Simple Dynamic Strings library for C,75,2195,49,6,6,06 February 2014,07 February 2018,sds,
16621454,JavaScript,Run sequences of shell commands against local and remote hosts.,306,1668,211,10,14,07 February 2014,08 September 2017,flightplan,
16623069,JavaScript,Capture website screenshots,8876,8229,340,23,24,07 February 2014,19 October 2017,pageres,
16630332,JavaScript,The HTTP client for Vue.js,835,7530,451,21,22,07 February 2014,11 February 2018,vuejs/vue-resource,
16645488,PHP,"PHPloy - Incremental Git (S)FTP deployment tool that supports multiple servers, submodules and rollbacks.",23629,1225,488,41,50,08 February 2014,24 February 2018,PHPloy,
16650937,JavaScript,HTTP request logger middleware for node.js,179,3213,260,17,18,08 February 2014,06 December 2017,expressjs/morgan,
16653581,Python,null,576,3029,103,9,10,08 February 2014,01 October 2017,jmcarp/robobrowser,
16667693,Objective-C,Control Google Chrome from the command line,244,1823,38,4,4,09 February 2014,02 August 2015,chrome-cli,
16674241,JavaScript,A tiny foundation for building reactive views,2341,1287,206,6,7,09 February 2014,30 July 2014,ripple,
16677302,JavaScript,Stylesheet analysis tool.,130,2327,124,13,18,09 February 2014,09 October 2016,katiefenn/parker,
16679350,JavaScript,Atwood's Law applied to CS101 - Classic algorithms and data structures implemented in JavaScript,765,2742,403,25,28,10 February 2014,12 November 2017,algorithms.js,
16788636,Objective-C,A modern iOS toast view that can fit your notification needs,8109,4019,440,29,41,13 February 2014,11 December 2017,CRToast,
16793428,PHP,Hprose is a cross-language RPC. This project is Hprose 2.0 for PHP,1012,1126,589,10,12,13 February 2014,08 March 2018,hprose-php,
16846580,C#,"Authoring Tools Framework (ATF) is a set of C#/.NET components for making tools on Windows. ATF has been in continuous development in Sony Computer Entertainment's (SCE) Worldwide Studios central tools group since early 2005. ATF has been used by most SCE first party studios to make many custom tools such as Naughty Dog’s level editor and shader editor for The Last of Us, Guerrilla Games’ sequence editor for Killzone games (including the Killzone: Shadow Fall PS4 launch title), an animation blending tool at Santa Monica Studio, a level editor at Bend Studio, a visual state machine editor for Quantic Dream, sound editing tools, and many others.",141455,1621,159,6,7,14 February 2014,01 September 2017,ATF,
16875250,JavaScript,Simple session middleware for Express,482,3054,473,77,84,16 February 2014,04 February 2018,expressjs/session,
16896584,PHP,Fast request router for PHP,121,2716,105,35,37,16 February 2014,13 February 2018,nikic/FastRoute,
16907502,Go,Color package for Go (golang),1226,2132,111,23,23,17 February 2014,13 February 2018,fatih/color,
16960472,Python,create custom test databases that are populated with fake data,1044,1816,240,16,17,18 February 2014,09 February 2018,fake2db,
16974335,Go,GoRequest -- Simplified HTTP client ( inspired by nodejs SuperAgent ),617,1592,408,35,42,19 February 2014,01 March 2018,gorequest,
16986405,JavaScript,a 2D rigid body physics engine for the web ?? ?,23864,6639,653,22,22,19 February 2014,31 January 2018,liabru/matter-js,
16994115,Ruby,The authorization Gem for Ruby on Rails.,1017,3890,921,144,161,19 February 2014,08 February 2018,cancancan,
17035868,Go,Micro-service framework in Go,4217,1854,1827,20,26,20 February 2014,08 February 2018,kite,
17052858,JavaScript,The missing Javascript smart persistent layer,197,1902,106,15,17,21 February 2014,15 January 2018,basil.js,
17066478,JavaScript,Lightweight ES6 Promise polyfill for the browser and node. A+ Compliant,122,1112,148,11,20,21 February 2014,16 February 2018,promise-polyfill,
17098587,JavaScript,A collection of small corpuses of interesting data for the creation of bots and similar stuff.,1823,2419,629,130,141,23 February 2014,13 February 2018,dariusk/corpora,
17107214,JavaScript,Very lightweight progress bars. No jQuery,93,2556,63,10,10,23 February 2014,07 December 2017,nanobar,
17111225,Java,Android auto scroll viewpager or viewpager in viewpager,439,1548,65,6,7,23 February 2014,12 June 2017,Trinea/android-auto-scroll-view-pager,
17148588,JavaScript,"Signal Private Messenger for Windows, Mac, and Linux",53996,3042,3229,72,82,24 February 2014,14 February 2018,WhisperSystems/Signal-Desktop,
17150993,Java,Barcode Scanner Libraries for Android,10946,3689,195,25,33,24 February 2014,27 December 2017,dm77/barcodescanner,
17154573,PHP,"PPM is a process manager, supercharger and load balancer for modern PHP applications.",594,4762,315,49,52,24 February 2014,13 February 2018,php-pm/php-pm,
17183369,PHP,Transform PHP data to JavaScript.,68,1595,110,18,19,25 February 2014,16 January 2018,PHP-Vars-To-Js-Transformer,
17199785,Objective-C,null,1721,1315,30,3,4,26 February 2014,13 September 2016,FRDLivelyButton,
